data,label,CCT_xc_distance,CCT_xc_count1,CCT_xc_count7,CCT_x4_distance,CCT_x4_count1,CCT_x4_count7,r50_xc_distance,r50_xc_count1,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_xc_all3,r50_xc_all5,r50_x4_distance,r50_x4_count1,r50_x4_count7
covid_hosp/train/1/8ab2915f-7b4b-4aa8-85a1-8121483c3776.png_000,0,1.997424869442042,0,0,0.7232832286723823,0,0,1.9470768351851948,0,0,1,1,1,1,0.22694070942933287,0,0
covid_hosp/train/1/8ab2915f-7b4b-4aa8-85a1-8121483c3776.png_001,1,0.005164728981239097,1,7,0.30702481028376605,1,7,0.023022456739938413,1,7,4,2,2,4,0.09788804070221113,1,7
covid_hosp/train/1/8ace1a2f-7c08-4bc3-88dc-50e2ea032056.png_000,0,1.9997580485879927,0,0,0.8289522595867173,0,0,0.0029125150428166435,0,2,1,0,1,1,0.168695373080067,0,0
covid_hosp/train/1/8ace1a2f-7c08-4bc3-88dc-50e2ea032056.png_001,1,0.0013462558107159017,1,7,0.2106221072815213,1,7,1.9993714490496612,1,5,4,3,2,4,0.08258522197653462,1,7
covid_hosp/train/1/8ae596ed-a849-4e0d-acf0-5173e0df0d33.png_000,0,1.999698298575952,0,0,1.04296085258968,0,0,1.9964026556264154,0,0,0,0,0,0,0.2638069244137713,0,0
covid_hosp/train/1/8ae596ed-a849-4e0d-acf0-5173e0df0d33.png_001,1,1.4215762275671118e-05,1,7,0.21257450749197193,1,7,0.00036315491817484613,1,7,5,3,3,5,0.0654939261110985,1,7
covid_hosp/train/1/8af89b60-74e2-4f60-8764-b954598cddc4.png_000,0,1.9909311875512106,0,1,1.094390441567271,0,0,1.998369244781765,0,0,0,0,0,0,0.312463952001208,0,0
covid_hosp/train/1/8af89b60-74e2-4f60-8764-b954598cddc4.png_001,1,0.005494970330491511,1,6,0.5421893595052927,1,7,0.001494606744762761,1,7,5,3,3,5,0.12752948203264924,1,7
covid_hosp/train/1/8afb5369-59d4-46c5-96e2-700291f598c8.png_000,0,1.9999283521952522,0,0,1.017208749656629,0,0,1.9948902926575602,0,0,0,0,0,0,0.3599875987448814,0,0
covid_hosp/train/1/8afb5369-59d4-46c5-96e2-700291f598c8.png_001,1,0.0008763237694596748,1,7,0.4200827857481362,1,7,5.6856660926030145e-05,1,7,5,3,3,5,0.1409685296091978,1,7
covid_hosp/train/1/8b0cf414-03a7-499c-a080-cdc52003c84a.png_000,0,1.999160620921384,0,0,0.8921250940137272,0,0,2.4410949833741924e-06,1,6,5,3,3,5,0.06155235611655996,1,7
covid_hosp/train/1/8b0cf414-03a7-499c-a080-cdc52003c84a.png_001,1,0.002510406219939254,1,7,0.4354901499811932,1,7,1.9935081834483288,0,1,0,0,0,0,0.16422621171856266,0,0
covid_hosp/train/1/8b216d4c-23b0-427e-aa94-d516d4ae9698.png_000,0,1.9973368823996973,0,0,0.9727897759987048,0,0,1.9958900205690635,0,0,0,0,0,0,0.2357292651799232,0,1
covid_hosp/train/1/8b216d4c-23b0-427e-aa94-d516d4ae9698.png_001,1,0.0052889468765933145,1,7,0.3870912898946067,1,7,0.00022265669377208308,1,7,5,3,3,5,0.1136801476376964,1,6
covid_hosp/train/1/8b252ccb-1a24-47cf-bd2d-b42c6c9a2557.png_000,0,1.9999926560480428,0,0,0.9328614458296369,0,0,1.9681584278251276,0,0,0,0,0,0,0.24861232503004194,0,0
covid_hosp/train/1/8b252ccb-1a24-47cf-bd2d-b42c6c9a2557.png_001,1,0.0005687852508056146,1,7,0.39670454991269666,1,7,0.009956636099670457,1,7,5,3,3,5,0.1476601754799074,1,7
covid_hosp/train/1/8b2543f1-89e6-41d2-8ede-ab0f9b797f41.png_000,0,1.99992114990743,0,0,0.9684604467384857,0,0,1.996790550681236,0,0,0,0,0,0,0.21584750455319446,0,0
covid_hosp/train/1/8b2543f1-89e6-41d2-8ede-ab0f9b797f41.png_001,1,0.0009010765189423342,1,7,0.27313263460231885,1,7,0.0005010865062171632,1,7,5,3,3,5,0.06543091479170848,1,7
covid_hosp/train/1/8b2e953f-7c4d-48ee-ada6-8d12f1b4025a.png_000,0,1.9995762340713028,0,0,0.9325834302778611,0,0,1.9973214187071657,0,0,0,0,0,0,0.2696457859438044,0,0
covid_hosp/train/1/8b2e953f-7c4d-48ee-ada6-8d12f1b4025a.png_001,1,3.069963607771342e-07,1,7,0.23171192392654083,1,7,0.0007444601146683327,1,7,5,3,3,5,0.07726054390247261,1,7
covid_hosp/train/1/8b31fa8e-9b16-4185-b7e3-2cead2a6f4ea.png_000,0,1.9739226985244451,0,0,0.7047446166984787,0,0,0.000801311826418738,1,4,1,1,1,1,0.18222763950374055,0,0
covid_hosp/train/1/8b31fa8e-9b16-4185-b7e3-2cead2a6f4ea.png_001,1,0.019730505182570246,1,7,0.47190108859613344,1,7,1.9884954413884333,0,3,4,2,2,4,0.11427117596925762,1,7
covid_hosp/train/1/8b3a6f49-caac-41b9-be2c-93b0def7d93b.png_000,0,1.9999882392172605,0,0,1.0123672465583236,0,0,1.9962895716988054,0,0,0,0,0,0,0.30111130212676507,0,0
covid_hosp/train/1/8b3a6f49-caac-41b9-be2c-93b0def7d93b.png_001,1,0.00031366213690586786,1,7,0.26543745008615205,1,7,0.00032834997903630203,1,7,5,3,3,5,0.09426821493052007,1,7
covid_hosp/train/1/8b3ffca6-7869-474c-b397-58e089dd09ab.png_000,0,1.9987573941234005,0,0,0.8100930883106012,0,0,1.997922186195345,0,0,0,0,0,0,0.2708929013393542,0,0
covid_hosp/train/1/8b3ffca6-7869-474c-b397-58e089dd09ab.png_001,1,0.0031786702053714366,1,7,0.4466879057187848,1,7,0.0011195046449336,1,7,5,3,3,5,0.11156347998712901,1,7
covid_hosp/train/1/8b59638e-0f63-4999-831e-2f73b51a0407.png_000,0,1.9958977258106083,0,0,0.7449509824331313,0,0,1.9912463312640392,0,0,5,3,2,4,0.2742841439619551,0,0
covid_hosp/train/1/8b59638e-0f63-4999-831e-2f73b51a0407.png_001,1,0.0018424651058606134,1,7,0.46440475385653224,1,7,0.00021246294233723262,1,7,0,0,1,1,0.09647326787602462,1,7
covid_hosp/train/1/8b60f253-6ae0-4b16-89bc-f3e3163dbbae.png_000,0,1.980416629687048,0,0,0.9519544314805115,0,0,1.992050105651234,0,0,3,2,2,3,0.30279353090191263,0,0
covid_hosp/train/1/8b60f253-6ae0-4b16-89bc-f3e3163dbbae.png_001,1,0.014134623627865772,1,7,0.5048617369119571,1,7,0.00010339242113133196,1,7,2,1,1,2,0.12524748883124803,1,7
covid_hosp/train/1/8b6be652-97a4-4149-bd5a-92464ba031ef.png_000,0,1.9997698536591317,0,0,0.8202067893386569,0,0,0.0002781464790458932,0,6,4,3,1,2,0.1620284561875337,0,0
covid_hosp/train/1/8b6be652-97a4-4149-bd5a-92464ba031ef.png_001,1,3.5634832028397234e-05,1,7,0.20825336182826693,1,7,1.996111887738508,1,1,1,0,2,3,0.10909206849053732,1,7
covid_hosp/train/1/8b7729cf-8961-452c-8b03-926516ac5c90.png_000,0,1.9873222259481056,0,0,0.7618717018380184,0,0,0.0031732759887659334,1,4,1,1,1,1,0.23100636631945415,0,0
covid_hosp/train/1/8b7729cf-8961-452c-8b03-926516ac5c90.png_001,1,0.017863798723397717,1,7,0.5132783682492841,1,7,1.9817228411813113,0,3,4,2,2,4,0.15287748312603788,1,7
covid_hosp/train/1/8b78523f-8061-41b9-9be6-cd64fef9f2d2.png_000,0,1.9971825157138259,0,0,0.8444095779904008,0,0,1.9819723195994001,0,0,0,0,0,0,0.23396241635931803,0,0
covid_hosp/train/1/8b78523f-8061-41b9-9be6-cd64fef9f2d2.png_001,1,0.005505453352266043,1,7,0.2871265509677461,1,7,0.0030694357646865456,1,7,5,3,3,5,0.0901614516083189,1,7
covid_hosp/train/1/8b7faeea-4312-42a0-876c-bf8b1ead07e8.png_000,0,1.9991352027411007,0,0,1.019517295339298,0,0,1.9858194620823426,0,0,0,0,0,0,0.24204505810055987,0,0
covid_hosp/train/1/8b7faeea-4312-42a0-876c-bf8b1ead07e8.png_001,1,6.837855579744367e-05,1,7,0.34944168594036507,1,7,0.001613208969888369,1,7,5,3,3,5,0.09622989022003803,1,7
covid_hosp/train/1/8b8369dc-4085-4e1d-b1ca-5e1de60c15f0.png_000,0,1.9999973350093527,0,0,1.0667378568910977,0,0,0.0005052105010795449,1,6,1,0,1,1,0.21588284581161,0,0
covid_hosp/train/1/8b8369dc-4085-4e1d-b1ca-5e1de60c15f0.png_001,1,0.000518558127779678,1,7,0.3026000604598037,1,7,1.9968009508502194,0,1,4,3,2,4,0.1205919772194024,1,7
covid_hosp/train/1/8b905c1d-6d77-4502-8ccd-e3b23c313610.png_000,0,0.04012412201526949,0,3,0.39005802509678766,1,1,0.003674142285913673,0,0,0,0,0,0,0.12707705583633278,0,1
covid_hosp/train/1/8b905c1d-6d77-4502-8ccd-e3b23c313610.png_001,1,1.9678295517166449,1,4,0.5346781579479551,0,6,1.999660730769568,1,7,5,3,3,5,0.11265803333100832,1,6
covid_hosp/train/1/8baa988a-3db3-4abb-8824-5532a4a020da.png_000,0,1.9994582346390906,0,0,0.9583466116420465,0,0,1.9979147378797124,0,0,2,2,1,2,0.28510283415251303,0,0
covid_hosp/train/1/8baa988a-3db3-4abb-8824-5532a4a020da.png_001,1,4.5647538144955035e-06,1,7,0.22327907058834473,1,7,0.0011140476487486728,1,7,3,1,2,3,0.07223867547701235,1,7
covid_hosp/train/1/8bb961eb-7baa-4bcc-b92b-bce2538f7cf6.png_000,0,1.991652464568441,0,0,0.9808576958294742,0,0,0.003993170374479771,1,3,3,2,3,5,0.2576399651590915,0,0
covid_hosp/train/1/8bb961eb-7baa-4bcc-b92b-bce2538f7cf6.png_001,1,0.004936357152861337,1,7,0.4365031500044243,1,7,1.9798286671540009,0,4,2,1,0,0,0.16255274683143528,1,7
covid_hosp/train/1/8bc6dd29-efc9-4ffc-9562-2f35b815390f.png_000,0,1.9983348858552332,0,0,0.8226322007246085,0,0,1.950778529487508,0,0,0,0,0,0,0.16733942571288019,0,0
covid_hosp/train/1/8bc6dd29-efc9-4ffc-9562-2f35b815390f.png_001,1,0.0038355772413261047,1,7,0.32724299784718225,1,7,0.020586229667698963,1,7,5,3,3,5,0.09866585464614641,1,7
covid_hosp/train/1/8bca4dca-cff5-4d7b-bcd7-e303c59c3c6a.png_000,0,1.9977568112339372,0,0,0.9188320740965932,0,0,1.9764272379288814,0,0,0,0,0,0,0.18758512606336564,0,0
covid_hosp/train/1/8bca4dca-cff5-4d7b-bcd7-e303c59c3c6a.png_001,1,0.0006879757849569401,1,7,0.2310402839335709,1,7,0.005587493797167942,1,7,5,3,3,5,0.06655012568626306,1,7
covid_hosp/train/1/8bcaf61e-7a7b-477e-9618-02c434998ffd.png_000,0,1.9999553634293745,0,0,1.0464138569646382,0,0,1.9972918165079232,0,0,0,0,0,0,0.2184366979107586,0,0
covid_hosp/train/1/8bcaf61e-7a7b-477e-9618-02c434998ffd.png_001,1,0.0002090637783147553,1,7,0.1702493256883918,1,7,0.01713934257332894,1,7,5,3,3,5,0.06766058052119228,1,7
covid_hosp/train/1/8bd092f3-8098-4b44-b0e5-72f8449df38b.png_000,0,1.9982061076243807,0,0,1.0262262285230968,0,0,1.995952590218283,0,0,0,0,0,0,0.2771601354063702,0,0
covid_hosp/train/1/8bd092f3-8098-4b44-b0e5-72f8449df38b.png_001,1,0.0004502684206019181,1,7,0.2395699555440629,1,7,0.00023753043182095368,1,7,5,3,3,5,0.07584227003602262,1,7
covid_hosp/train/1/8bd6bfaa-af66-435f-95c3-99c9f5e7074b.png_000,0,1.9995939209421212,0,0,1.0098377081334047,0,0,1.996073819866588,0,0,4,2,3,5,0.3131420737198559,0,0
covid_hosp/train/1/8bd6bfaa-af66-435f-95c3-99c9f5e7074b.png_001,1,9.767168644980728e-07,1,7,0.24439786982702505,1,7,0.0002680730994898406,1,7,1,1,0,0,0.07281204276532371,1,7
covid_hosp/train/1/8be52575-7877-41c2-a1cd-cb16915273b6.png_000,0,1.9995193274232093,0,0,0.9138631993035338,0,0,1.9960684303200908,0,0,0,0,0,0,0.23666491885774044,0,0
covid_hosp/train/1/8be52575-7877-41c2-a1cd-cb16915273b6.png_001,1,6.158314159732114e-07,1,7,0.22356086764015481,1,7,0.00026666584823964445,1,7,5,3,3,5,0.07149898354979478,1,7
covid_hosp/train/1/8c07ec1c-76d2-459d-ad7e-7b3e198affb8.png_000,0,0.0011917075791856302,1,6,0.32277480558342586,0,3,1.3400794708462449e-05,1,6,2,1,3,3,0.09321200815953423,0,4
covid_hosp/train/1/8c07ec1c-76d2-459d-ad7e-7b3e198affb8.png_001,1,1.9969030162920935,0,1,0.6428471340961179,1,4,1.993166229080286,0,1,3,2,0,2,0.12138696238437863,1,3
covid_hosp/train/1/8c10567b-8e66-4f35-bc42-d2698469e586.png_000,0,1.9951666699892958,0,0,0.8713415177239028,0,0,1.9856852981203557,0,0,0,0,0,0,0.23810003053159878,0,0
covid_hosp/train/1/8c10567b-8e66-4f35-bc42-d2698469e586.png_001,1,0.0023425946981059376,1,7,0.3692138273732787,1,7,0.0016588151156071707,1,7,5,3,3,5,0.08702151865146035,1,7
covid_hosp/train/1/8c2aa2bb-ac88-4f14-a322-72d7e23749e8.png_000,0,1.9974589199084196,0,0,0.9454548085451675,0,0,1.9901870731611189,0,0,0,0,0,0,0.19495445784764132,0,0
covid_hosp/train/1/8c2aa2bb-ac88-4f14-a322-72d7e23749e8.png_001,1,0.0008571626753450801,1,7,0.2830183966921509,1,7,0.0004035143604426139,1,7,5,3,3,5,0.08930873568124376,1,7
covid_hosp/train/1/8c2f692c-da4d-41d8-9e6d-c558cb5ac6e0.png_000,0,1.9981913702803467,0,0,0.8925819777421711,0,0,1.9939981788012093,0,0,0,0,0,0,0.2306627214997231,0,0
covid_hosp/train/1/8c2f692c-da4d-41d8-9e6d-c558cb5ac6e0.png_001,1,0.000457669372929459,1,7,0.21920989777915723,1,7,2.3803524659138375e-06,1,7,5,3,3,5,0.08781614163431517,1,7
covid_hosp/train/1/8c40a566-8a0a-4d7d-ac62-574c133d72de.png_000,0,1.999722732714746,0,0,0.871221062351999,0,0,1.9972946859823795,0,0,0,0,0,0,0.2480844717087216,0,0
covid_hosp/train/1/8c40a566-8a0a-4d7d-ac62-574c133d72de.png_001,1,2.0147872511810938e-05,1,7,0.28625348431840425,1,7,0.0007304613982755948,1,7,5,3,3,5,0.05697248627887774,1,7
covid_hosp/train/1/8c5f7cb0-f287-4221-8e6f-12ec2daa2ae0.png_000,0,1.9999585687407728,0,0,0.974521046735867,0,0,1.9892098062416272,0,0,0,0,0,0,0.25366602349075085,0,0
covid_hosp/train/1/8c5f7cb0-f287-4221-8e6f-12ec2daa2ae0.png_001,1,0.00021618927588973325,1,7,0.2892435923002066,1,7,0.0006207641097257799,1,7,5,3,3,5,0.0747659172101659,1,7
covid_hosp/train/1/8c68ceb7-2d5c-450e-bfda-052b862de063.png_000,0,1.9999918981392808,0,0,1.1016543818749367,0,0,1.9965700457055107,0,0,0,0,1,2,0.2975625950954285,0,0
covid_hosp/train/1/8c68ceb7-2d5c-450e-bfda-052b862de063.png_001,1,0.00033465164514778767,1,7,0.34355470799727617,1,7,0.00041901196935267837,1,7,5,3,2,3,0.08032238867924346,1,7
covid_hosp/train/1/92d755fba55c3305419b5cac83fbf5_jumbo.jpg_000,0,0.001806557030603284,0,4,0.5392551523748447,0,2,1.5739143932713695e-05,1,7,4,2,2,4,0.08531006928218976,0,6
covid_hosp/train/1/92d755fba55c3305419b5cac83fbf5_jumbo.jpg_001,1,1.9995433733258348,1,3,0.5902732994808875,1,5,1.993115539420136,0,0,1,1,1,1,0.15028288699327863,1,1
covid_hosp/train/1/A-1-08.jpg_000,0,1.9996480796864198,0,0,0.911199602494043,0,0,1.994564361565379,0,0,1,1,0,0,0.30236152274662187,0,0
covid_hosp/train/1/A-1-08.jpg_001,1,5.665755321238031e-06,1,7,0.3527221124053588,1,7,2.8014043963242585e-05,1,7,4,2,3,5,0.1743758093484824,1,7
covid_hosp/train/1/A-1-19.jpg_000,0,1.9841183217349903,0,1,0.7953467414965616,0,0,1.7273265278848564,0,1,0,0,0,0,0.22437439879094345,1,4
covid_hosp/train/1/A-1-19.jpg_001,1,0.011015124448679248,1,6,0.44389967049054424,1,7,0.20064785039281896,1,6,5,3,3,5,0.22459076016686774,0,3
covid_hosp/train/1/A-1-21.jpg_000,0,1.9998349356373861,0,0,0.971420557814765,0,0,1.9875344652215143,0,0,5,3,3,5,0.2839515388299153,0,0
covid_hosp/train/1/A-1-21.jpg_001,1,6.876412014811262e-05,1,7,0.34810074301574834,1,7,0.0010699106192649799,1,7,0,0,0,0,0.16635224294447926,1,7
covid_hosp/train/1/A-1-30.jpg_000,0,1.9969137640987835,0,0,0.9983064074300158,0,0,1.9909444606200202,0,0,0,0,0,0,0.26283518617405055,0,0
covid_hosp/train/1/A-1-30.jpg_001,1,0.001185040882124344,1,7,0.36899702642957743,1,7,0.0002617646154035036,1,7,5,3,3,5,0.1465955608797268,1,7
covid_hosp/train/1/B-1-04.jpg_000,0,1.99883258013214,0,0,0.4363529832048808,0,1,1.9784851792535285,0,0,3,1,3,5,0.22489809486618362,0,0
covid_hosp/train/1/B-1-04.jpg_001,1,0.0030577721961747573,1,7,0.4858020011825578,1,6,0.00460558235970332,1,7,2,2,0,0,0.2148446568632244,1,7
covid_hosp/train/1/B-1-10.jpg_000,0,1.9956681571561314,0,0,0.6928303162309077,0,0,1.9949350729709745,0,0,1,1,0,0,0.2948554842397624,0,0
covid_hosp/train/1/B-1-10.jpg_001,1,0.007556140871260886,1,7,0.47091396907563776,1,7,6.169548241341527e-05,1,7,4,2,3,5,0.18382414576405304,1,7
covid_hosp/train/1/B-1-15.jpg_000,0,1.9995253943357043,0,0,0.791587390136018,0,1,1.872376361940852,0,1,2,1,0,1,0.2306664447963176,0,2
covid_hosp/train/1/B-1-15.jpg_001,1,4.172288540216229e-07,1,7,0.6585667101933804,1,6,0.07853284039286557,1,6,3,2,3,4,0.19867839566989554,1,5
covid_hosp/train/1/B-1-16.jpg_000,0,1.9801650496563847,1,1,0.6648950720985809,0,2,1.9852011213777838,0,0,1,1,0,1,0.28235660831754317,1,2
covid_hosp/train/1/B-1-16.jpg_001,1,0.026197162277845853,0,6,0.5576354473213452,1,5,0.0018268441335871355,1,7,4,2,3,4,0.2128345430423788,0,5
covid_hosp/train/1/B-1-20.jpg_000,0,1.8881562628304545,0,0,0.6229886754233592,0,2,1.9488234316517825,0,0,5,3,0,0,0.24209192388652512,0,0
covid_hosp/train/1/B-1-20.jpg_001,1,0.09850376822141038,1,7,0.5897951069556691,1,5,0.0218668923943508,1,7,0,0,3,5,0.19237255851999702,1,7
covid_hosp/train/1/B-1-23.jpg_000,0,1.997253959364331,0,0,0.6590648621464159,0,0,1.9693054112852186,0,0,5,3,0,0,0.22683271383585635,0,0
covid_hosp/train/1/B-1-23.jpg_001,1,0.005405468813214354,1,7,0.49225579061344404,1,7,0.009316461326595804,1,7,0,0,3,5,0.1807553149821799,1,7
covid_hosp/train/1/B-1-38.jpg_000,0,1.9924690203401072,0,0,0.7991467460880027,0,0,1.989453367913614,0,0,3,2,0,2,0.27366317528441475,0,1
covid_hosp/train/1/B-1-38.jpg_001,1,0.011636211196761947,1,7,0.37943947029158365,1,7,0.0005632598107471187,1,7,2,1,3,3,0.19832937615826063,1,6
covid_hosp/train/1/B-1-42.jpg_000,0,1.999999682811211,0,0,0.7437967260525848,0,0,1.993923561059837,0,0,0,0,0,0,0.2563381427443441,0,0
covid_hosp/train/1/B-1-42.jpg_001,1,0.0004233904621550044,1,7,0.4983157785848674,1,7,1.1278823163207718e-06,1,7,5,3,3,5,0.19097693336575905,1,7
covid_hosp/train/1/C-1-04.jpg_000,0,0.2789637039106283,0,0,0.633062049770474,0,4,1.9820191408193168,0,0,0,0,0,0,0.26835499994735035,0,0
covid_hosp/train/1/C-1-04.jpg_001,1,1.7000016095303399,1,7,0.6552423505072056,1,3,0.0030500613512022268,1,7,5,3,3,5,0.19835869795995142,1,7
covid_hosp/train/1/C-1-06.jpg_000,0,1.9971901728873893,0,0,0.6708291663730344,0,0,1.979364792232096,0,0,0,0,0,0,0.23960380063903974,0,1
covid_hosp/train/1/C-1-06.jpg_001,1,0.0010161524922506215,1,7,0.49330837771704816,1,7,0.0042018909169431184,1,7,5,3,3,5,0.16587769675961717,1,6
covid_hosp/train/1/C-1-15.jpg_000,0,1.997341639225638,0,0,0.8511644591519875,0,0,1.9933044247581295,0,0,0,0,0,0,0.28166071072137056,0,0
covid_hosp/train/1/C-1-15.jpg_001,1,0.0009258631273151297,1,7,0.3717859400081218,1,7,7.947646057160362e-06,1,7,5,3,3,5,0.15285485029649892,1,7
covid_hosp/train/1/C-1-17.jpg_000,0,1.9997260974749058,0,0,0.6480484710653653,0,0,1.9520387424550463,0,0,0,0,0,0,0.2343525306590868,0,2
covid_hosp/train/1/C-1-17.jpg_001,1,2.106799634571388e-05,1,7,0.531262274820464,1,7,0.019768289830369823,1,7,5,3,3,5,0.1574866276098036,1,5
covid_hosp/train/1/C-1-18.jpg_000,0,1.9913860870119175,0,0,0.8839293685774963,0,0,1.9898256931604266,0,0,0,0,0,0,0.2717155834736531,0,3
covid_hosp/train/1/C-1-18.jpg_001,1,0.005141862833239252,1,7,0.48916007654621985,1,7,0.00047959031894251325,1,7,5,3,3,5,0.16355621139144905,1,4
covid_hosp/train/1/C-1-21.jpg_000,0,1.9997928558220113,0,0,0.7854904771431798,0,0,1.987439799764537,0,0,0,0,0,0,0.2500829153173304,0,0
covid_hosp/train/1/C-1-21.jpg_001,1,0.0012623375126723513,1,7,0.4640461686484061,1,7,0.0010978515462574112,1,7,5,3,3,5,0.1591972738978602,1,7
covid_hosp/train/1/C-1-28.jpg_000,0,1.9776385573735005,0,0,0.8535893570461051,0,0,1.992045429696248,0,0,0,0,0,0,0.24814259504081038,0,0
covid_hosp/train/1/C-1-28.jpg_001,1,0.016512158414663802,1,7,0.3918704503778281,1,7,0.00010392733597752724,1,7,5,3,3,5,0.1906978045396076,1,7
covid_hosp/train/1/C-1-31.jpg_000,0,1.9999817208071733,0,0,0.8017651385161382,0,0,1.9913743790303857,0,0,0,0,0,1,0.24818453345383162,0,2
covid_hosp/train/1/C-1-31.jpg_001,1,0.00028441310707982836,1,7,0.4137008066680997,1,7,0.00019287168188275583,1,7,5,3,3,4,0.1602691065039208,1,5
covid_hosp/train/1/C-1-41.jpg_000,0,1.9603607378874846,1,4,0.741606373671525,0,2,1.9950482743407778,0,0,0,0,0,0,0.26822916748471815,0,1
covid_hosp/train/1/C-1-41.jpg_001,1,0.031735576262563514,0,3,0.5051033497058265,1,5,7.491661544234418e-05,1,7,5,3,3,5,0.16538277621280395,1,6
covid_hosp/train/1/D-1-05.jpg_000,0,1.9761818251008036,0,0,0.7368568062666249,0,0,1.9575858096292076,0,0,4,2,1,2,0.21781441237928512,0,2
covid_hosp/train/1/D-1-05.jpg_001,1,0.017769104036462036,1,7,0.49433924381036687,1,7,0.016244975395486305,1,7,1,1,2,3,0.19624823047544937,1,5
covid_hosp/train/1/D-1-21.jpg_000,0,1.995377972730768,0,1,0.718837162579322,0,1,1.911346936212197,0,1,5,3,0,1,0.23664444939120466,0,0
covid_hosp/train/1/D-1-21.jpg_001,1,0.007937570524129245,1,6,0.49848822084444766,1,6,0.04841790657656175,1,6,0,0,3,4,0.20659448527862745,1,7
covid_hosp/train/1/D-1-26.jpg_000,0,1.9992199704866702,0,0,0.9328954477037094,0,0,1.9937522289419833,0,0,4,2,2,4,0.31450038298636884,0,0
covid_hosp/train/1/D-1-26.jpg_001,1,0.002407016382180438,1,7,0.23287260840372648,1,7,9.605971573733996e-10,1,7,1,1,1,1,0.15188443777035143,1,7
covid_hosp/train/1/D-1-30.jpg_000,0,1.9995704500981706,0,0,0.741893299644094,0,0,1.9687912387563256,0,0,2,2,1,1,0.21169355217255525,0,2
covid_hosp/train/1/D-1-30.jpg_001,1,1.7143546271469745e-07,1,7,0.4311186785868073,1,7,0.009602250829234937,1,7,3,1,2,4,0.19145580774108573,1,5
covid_hosp/train/1/D-1-33.jpg_000,0,1.9465587335493517,1,3,0.5416827845225649,0,3,1.8978850958330584,0,0,4,3,2,3,0.21853462116867184,0,2
covid_hosp/train/1/D-1-33.jpg_001,1,0.044222977302162625,0,4,0.5544719862600862,1,4,0.05860597199729234,1,7,1,0,1,2,0.2020370636252261,1,5
covid_hosp/train/1/D-1-34.jpg_000,0,1.9990319703729922,0,0,0.7655966777038459,0,0,1.981322467553456,0,0,4,2,3,5,0.23792600782310025,0,0
covid_hosp/train/1/D-1-34.jpg_001,1,9.950515148815509e-05,1,7,0.39898365875921793,1,7,0.003342020323967909,1,7,1,1,0,0,0.16654928436377703,1,7
covid_hosp/train/1/D-1-41.jpg_000,0,1.9994296158019502,0,0,0.7086085515418603,0,1,1.97787424115625,0,0,5,3,3,4,0.24613760730635847,0,0
covid_hosp/train/1/D-1-41.jpg_001,1,7.526659864476315e-06,1,7,0.39873512048921655,1,6,0.004891789811257374,1,7,0,0,0,1,0.18843994073715087,1,7
covid_hosp/train/1/D-1-43.jpg_000,0,0.0011828725071301172,1,6,0.3838223713391571,1,6,1.970810493854318,0,0,3,1,1,2,0.22826769507405242,0,0
covid_hosp/train/1/D-1-43.jpg_001,1,1.9969172623532554,0,1,0.5714451750339563,0,1,0.008491495538068494,1,7,2,2,2,3,0.19680469840418613,1,7
covid_hosp/train/1/E-1-02.jpeg_000,0,1.9979123703562494,0,1,0.712599954575938,1,2,1.8834182892521927,0,1,0,0,0,0,0.23442913699698886,0,0
covid_hosp/train/1/E-1-02.jpeg_001,1,0.0006030427561922735,1,6,0.48141694093039544,0,5,0.06981899461345709,1,6,5,3,3,5,0.20169585368033338,1,7
covid_hosp/train/1/E-1-10.jpeg_000,0,1.9975604067522204,0,0,0.7598026094833317,0,0,1.9724217354372424,0,0,0,0,0,0,0.22214285286561275,0,0
covid_hosp/train/1/E-1-10.jpeg_001,1,0.0007986292533646022,1,7,0.4662035812489136,1,7,0.007628696109696631,1,7,5,3,3,5,0.19833790387761052,1,7
covid_hosp/train/1/E-1-14.jpeg_000,0,1.9998206391083635,0,0,0.686652050137884,0,2,1.8849624614413005,0,0,0,0,0,0,0.2131392720532801,0,2
covid_hosp/train/1/E-1-14.jpeg_001,1,0.0011923010296991388,1,7,0.43282629560100094,1,5,0.06861055299463281,1,7,5,3,3,5,0.20549510460268428,1,5
covid_hosp/train/1/E-1-18.jpeg_000,0,1.999995625123157,0,0,1.016826557206686,0,0,1.9903210675504468,0,0,0,0,0,0,0.2681537838436894,0,0
covid_hosp/train/1/E-1-18.jpeg_001,1,0.0005396771215222529,1,7,0.2858531352374192,1,7,0.0003766479891298413,1,7,5,3,3,5,0.1766589163736758,1,7
covid_hosp/train/1/E-1-26.jpeg_000,0,1.9997749139741412,0,0,0.8210248027228881,0,0,1.9905195291912305,0,0,1,1,0,1,0.24222474501132207,0,0
covid_hosp/train/1/E-1-26.jpeg_001,1,3.7665314206791756e-05,1,7,0.4361726078706202,1,7,0.00033823692183321263,1,7,4,2,3,4,0.16123235899523525,1,7
covid_hosp/train/1/E-1-31.jpeg_000,0,1.9999418684338999,0,0,0.8717051684150581,0,0,1.9823533986135193,0,0,2,1,2,3,0.2044704259625777,0,0
covid_hosp/train/1/E-1-31.jpeg_001,1,0.00018267486722278736,1,7,0.3563802432463953,1,7,0.0029128115524171827,1,7,3,2,1,2,0.15517133676641193,1,7
